Area Identifier,Area Name,House Prices: Reference Period = 2011; measure type = Lower Quartile,House Prices: Reference Period = 2011; measure type = Mean,House Prices: Reference Period = 2011; measure type = Median,House Prices: Reference Period = 2011; measure type = Upper Quartile,House Prices: Reference Period = 2012; measure type = Lower Quartile,House Prices: Reference Period = 2012; measure type = Mean,House Prices: Reference Period = 2012; measure type = Median,House Prices: Reference Period = 2012; measure type = Upper Quartile,House Prices: Reference Period = 2010; measure type = Lower Quartile,House Prices: Reference Period = 2010; measure type = Mean,House Prices: Reference Period = 2010; measure type = Median,House Prices: Reference Period = 2010; measure type = Upper Quartile,House Prices: Reference Period = 2009; measure type = Lower Quartile,House Prices: Reference Period = 2009; measure type = Mean,House Prices: Reference Period = 2009; measure type = Median,House Prices: Reference Period = 2009; measure type = Upper Quartile
http://statistics.gov.scot/id/statistical-geography/S01005790,S01005790,65000,78750,86000,92500,73000,76107,73320,82000,64000,67500,68000,70500,100000,102500,102500,105000
http://statistics.gov.scot/id/statistical-geography/S01005791,S01005791,67750,101375,88000,135000,69995,94166,83500,120000,50000,53750,53750,57500,0,0,0,0
http://statistics.gov.scot/id/statistical-geography/S01005792,S01005792,43000,61000,61000,79000,60000,70000,63500,80000,56000,88667,95000,115000,65000,71750,75000,78500
http://statistics.gov.scot/id/statistical-geography/S01005793,S01005793,150000,233295,275000,289000,272500,283421,312500,355498,134500,204688,195375,274875,116500,187300,125000,130000
http://statistics.gov.scot/id/statistical-geography/S01005794,S01005794,80000,91791,85250,103000,85000,134283,111000,131000,92500,119294,100000,117500,92500,99700,100000,105000
http://statistics.gov.scot/id/statistical-geography/S01005795,S01005795,60000,81333,76000,108000,33500,61833,54000,98000,48500,64286,65000,82000,62500,70833,67000,83000
http://statistics.gov.scot/id/statistical-geography/S01005796,S01005796,109495,158779,141995,181250,120995,147106,137000,170000,109995,154551,155500,199995,104995,159463,169995,210000
http://statistics.gov.scot/id/statistical-geography/S01005797,S01005797,113500,156625,161500,177000,108750,135417,122500,165500,124995,145999,135000,180000,128000,147714,158000,165000
http://statistics.gov.scot/id/statistical-geography/S01005798,S01005798,70000,93167,104500,105000,71000,71000,71000,71000,75000,83000,87500,95000,65000,73333,70000,85000
http://statistics.gov.scot/id/statistical-geography/S01005799,S01005799,85000,88000,90000,90000,48000,63928,68000,71500,90000,92500,92500,95000,64250,75875,77000,87500
http://statistics.gov.scot/id/statistical-geography/S01005800,S01005800,90000,118514,93000,131099,60500,101417,83000,110000,77000,96999,78995,135000,59000,66600,66000,67000
http://statistics.gov.scot/id/statistical-geography/S01005801,S01005801,115000,115000,115000,115000,90500,124210,110000,115000,99500,113357,115000,129000,95000,99599,102000,107000
http://statistics.gov.scot/id/statistical-geography/S01005802,S01005802,137000,194667,175000,260000,158000,208699,249995,250000,98000,174000,185500,250000,97000,230563,275000,310000
http://statistics.gov.scot/id/statistical-geography/S01005803,S01005803,0,0,0,0,63500,73500,72500,83500,61500,76125,76500,90750,60635,83201,75000,97500
http://statistics.gov.scot/id/statistical-geography/S01005804,S01005804,147500,169946,168000,202500,140000,167572,168000,192500,142500,170870,179998,204000,126000,174918,190000,213000
http://statistics.gov.scot/id/statistical-geography/S01005805,S01005805,0,0,0,0,81000,126667,144000,155000,142250,146625,144750,151000,157000,162500,158000,172500
http://statistics.gov.scot/id/statistical-geography/S01005806,S01005806,39500,46500,43500,53500,48000,77178,62450,116000,58000,98499,74500,129000,49995,100011,66000,135600
http://statistics.gov.scot/id/statistical-geography/S01005807,S01005807,45000,62500,62500,80000,53000,101583,77000,168500,66100,66100,66100,66100,2500,85000,43750,85000
http://statistics.gov.scot/id/statistical-geography/S01005808,S01005808,62250,73875,78500,85500,50500,54875,55000,59250,68250,79875,78250,91500,54250,67125,67250,80000
http://statistics.gov.scot/id/statistical-geography/S01005809,S01005809,169995,169995,169995,169995,50000,74375,53625,98750,80000,88500,88500,97000,102500,149100,185000,185000
http://statistics.gov.scot/id/statistical-geography/S01005810,S01005810,64210,75105,75105,86000,48000,61750,63500,75500,82250,93125,95750,99500,86000,92500,91750,99000
http://statistics.gov.scot/id/statistical-geography/S01005811,S01005811,65000,80000,80000,95000,55000,79333,70000,113000,48200,69850,69850,91500,65000,78333,75000,95000
http://statistics.gov.scot/id/statistical-geography/S01005812,S01005812,94750,116875,132250,139000,83000,104167,98500,118000,87000,125029,117000,154175,84000,118667,115000,155000
http://statistics.gov.scot/id/statistical-geography/S01005813,S01005813,68025,91513,91000,115000,60500,69500,70000,81000,105000,167667,200000,210000,79995,105199,80000,107500
http://statistics.gov.scot/id/statistical-geography/S01005814,S01005814,64500,64500,64500,64500,51500,63000,63000,74500,53000,73600,85000,97500,80000,85017,85000,90050
http://statistics.gov.scot/id/statistical-geography/S01005815,S01005815,70000,89223,73000,83000,57000,72312,63000,87500,79600,88683,90000,102500,71000,96314,105000,119000
http://statistics.gov.scot/id/statistical-geography/S01005816,S01005816,95000,146770,108653,197000,72000,134722,84000,183500,71000,149767,100000,292500,97000,165620,125000,210000
http://statistics.gov.scot/id/statistical-geography/S01005817,S01005817,94000,108000,108000,122000,65000,83750,77500,82500,105000,141417,127500,166500,70000,90833,80000,122500
http://statistics.gov.scot/id/statistical-geography/S01005818,S01005818,127500,140081,134000,156500,117000,133000,130000,138000,140000,149667,149000,160000,118000,123250,123250,128500
http://statistics.gov.scot/id/statistical-geography/S01005819,S01005819,59950,70650,72000,80000,66250,76812,76375,87375,55000,63000,65000,80000,120000,120000,120000,120000
http://statistics.gov.scot/id/statistical-geography/S01005820,S01005820,51000,52000,52000,53000,60000,70917,77500,80000,73500,78800,73500,85000,74995,86333,87500,93000
http://statistics.gov.scot/id/statistical-geography/S01005821,S01005821,81050,87025,87025,93000,65150,65150,65150,65150,69000,91000,86000,118000,78000,84333,85500,89500
http://statistics.gov.scot/id/statistical-geography/S01005822,S01005822,62000,76467,75250,96300,65000,70000,71250,77500,67300,75450,78000,88500,64000,76083,78498,89000
http://statistics.gov.scot/id/statistical-geography/S01005823,S01005823,115000,115000,115000,115000,97750,119525,110250,141300,140000,166250,165000,192500,117000,118500,118500,120000
http://statistics.gov.scot/id/statistical-geography/S01005824,S01005824,134000,151083,140000,180000,122000,135214,132000,155000,146000,160750,163500,175500,111100,154200,146500,205000
http://statistics.gov.scot/id/statistical-geography/S01005825,S01005825,75000,79410,75300,80750,43500,62000,56000,86500,72000,83475,76000,89375,66500,77428,78000,88500
http://statistics.gov.scot/id/statistical-geography/S01005826,S01005826,100000,119333,122000,137000,114250,141612,143000,168975,152500,152500,152500,152500,123000,123000,123000,123000
http://statistics.gov.scot/id/statistical-geography/S01005827,S01005827,83750,113250,117500,137750,84000,111000,111000,138000,105500,126714,125000,127500,80000,120400,112000,140000
http://statistics.gov.scot/id/statistical-geography/S01005828,S01005828,50000,59333,60000,68000,46550,61794,64000,78100,62600,66675,67500,70750,63000,95667,112000,112000
http://statistics.gov.scot/id/statistical-geography/S01005829,S01005829,60750,83813,88625,106875,80000,116000,115000,172000,65000,99841,105000,124999,82500,131124,105998,179748
http://statistics.gov.scot/id/statistical-geography/S01005830,S01005830,44475,55988,56000,67500,45000,60772,53500,80000,37000,51833,54000,59000,42000,46667,48000,50000
http://statistics.gov.scot/id/statistical-geography/S01005831,S01005831,170000,224779,220000,265000,125000,187421,144000,250000,169995,234772,243495,264995,129995,172059,139998,182000
http://statistics.gov.scot/id/statistical-geography/S01005832,S01005832,7000,73000,57000,162000,40000,67322,65000,67000,67500,70125,71250,72750,60000,66833,60000,80500
http://statistics.gov.scot/id/statistical-geography/S01005833,S01005833,75000,92167,81500,125000,100000,98000,108500,116000,70000,84220,88500,101500,77500,102874,107500,126498
http://statistics.gov.scot/id/statistical-geography/S01005834,S01005834,72000,88500,88500,105000,16500,112000,64250,112000,88000,95625,100250,103250,69000,101500,93000,134000
http://statistics.gov.scot/id/statistical-geography/S01005835,S01005835,110526,167504,145000,225000,89000,118250,122000,147500,135000,149625,151750,164250,112000,179000,170000,255000
http://statistics.gov.scot/id/statistical-geography/S01005836,S01005836,122750,153875,137500,185000,117500,162199,156500,217500,125000,154385,150000,176000,155000,167000,167000,179000
http://statistics.gov.scot/id/statistical-geography/S01005837,S01005837,0,0,0,0,81500,92250,89250,103000,54000,95500,95500,137000,127500,133250,133250,139000
http://statistics.gov.scot/id/statistical-geography/S01005838,S01005838,120000,120000,120000,120000,61113,65306,67000,69500,56000,64667,66000,72000,41000,97500,97500,154000
http://statistics.gov.scot/id/statistical-geography/S01005839,S01005839,86500,100500,99500,114500,78500,81300,83000,84500,60250,75913,73250,88250,81500,90750,94000,98000
http://statistics.gov.scot/id/statistical-geography/S01005840,S01005840,53000,73402,85000,95000,82500,88300,98000,110500,72000,88750,88750,105500,83000,98125,95000,113250
http://statistics.gov.scot/id/statistical-geography/S01005841,S01005841,65000,78611,73000,87000,56000,79709,85880,95000,78000,95300,90000,102500,67000,76750,77500,86500
http://statistics.gov.scot/id/statistical-geography/S01005842,S01005842,94498,107624,115750,120750,53000,86250,84000,119500,69995,118332,115000,170000,54000,89667,105000,110000
http://statistics.gov.scot/id/statistical-geography/S01005843,S01005843,68500,132167,89750,235000,84500,144100,110000,166000,75000,150448,110000,165000,110000,265444,240000,300000
http://statistics.gov.scot/id/statistical-geography/S01005844,S01005844,57500,87250,87250,117000,60000,79215,80500,93000,60000,91000,84000,125000,69750,86000,82500,102250
http://statistics.gov.scot/id/statistical-geography/S01005845,S01005845,60000,104333,63000,190000,72500,94500,92500,116500,70000,137599,154000,187000,80250,104374,86248,128498
http://statistics.gov.scot/id/statistical-geography/S01005846,S01005846,47000,60682,57500,67500,46010,73377,61000,104750,66000,87250,87250,108500,53000,64821,64000,76000
http://statistics.gov.scot/id/statistical-geography/S01005847,S01005847,61875,87410,87763,107500,65500,74319,72500,86250,65500,87583,80000,117000,83000,111500,111500,140000
http://statistics.gov.scot/id/statistical-geography/S01005848,S01005848,60000,67404,71000,78422,32500,52750,52750,73000,55000,66375,68750,77750,61250,71625,71625,82000
http://statistics.gov.scot/id/statistical-geography/S01005849,S01005849,76000,110333,125000,130000,64500,84712,89848,96000,82000,104833,108500,120000,99950,124828,123000,141000
http://statistics.gov.scot/id/statistical-geography/S01005850,S01005850,37000,74700,77500,78000,40000,75000,70000,115000,58500,68438,68000,77250,45000,97250,66000,88000
http://statistics.gov.scot/id/statistical-geography/S01005851,S01005851,55500,78571,73500,79000,40375,58631,56400,70250,65000,79909,75000,96000,70500,83222,78000,94000
http://statistics.gov.scot/id/statistical-geography/S01005852,S01005852,80000,86667,85000,95000,39000,72333,80000,93000,80000,105500,112500,124000,100000,114167,118500,124000
http://statistics.gov.scot/id/statistical-geography/S01005853,S01005853,65000,88000,86000,111000,73000,149762,91000,162000,84500,98000,99500,111500,66000,123667,83000,119000
http://statistics.gov.scot/id/statistical-geography/S01005854,S01005854,70000,84167,85000,97500,55000,55000,55000,55000,80650,89430,85000,91500,102000,102000,102000,102000
http://statistics.gov.scot/id/statistical-geography/S01005855,S01005855,61000,96409,100000,110000,32500,42627,45000,52755,43000,56000,62000,63000,100000,116500,116500,133000
http://statistics.gov.scot/id/statistical-geography/S01005856,S01005856,55750,60375,60375,65000,59500,82318,83000,95000,72000,87577,82000,95000,65000,80714,71000,108000
http://statistics.gov.scot/id/statistical-geography/S01005857,S01005857,85000,131156,115500,153125,50000,65772,58000,69950,50000,50000,50000,50000,95000,116000,116000,137000
http://statistics.gov.scot/id/statistical-geography/S01005858,S01005858,65000,68667,70000,71000,48000,65167,72500,75000,68000,70071,72000,76000,63000,64833,64833,66666
http://statistics.gov.scot/id/statistical-geography/S01005859,S01005859,60000,88300,104000,105000,47000,70167,72500,91000,69000,69000,69000,69000,80000,94600,80000,115000
http://statistics.gov.scot/id/statistical-geography/S01005860,S01005860,111495,153745,167995,198995,101500,130048,135995,151000,101000,137576,132495,189000,74000,93800,83000,114000
http://statistics.gov.scot/id/statistical-geography/S01005861,S01005861,175000,200333,196000,230000,155000,176167,178000,187500,192500,222417,199000,249000,185000,202750,191250,225000
http://statistics.gov.scot/id/statistical-geography/S01005862,S01005862,96500,100750,100750,105000,50000,66308,55000,77500,55000,81929,80500,110000,74995,106071,109000,138000
http://statistics.gov.scot/id/statistical-geography/S01005863,S01005863,120000,160853,165000,204000,77500,128265,114975,199495,105000,168500,153000,250000,130500,196238,199250,280000
http://statistics.gov.scot/id/statistical-geography/S01005864,S01005864,55000,69600,65750,87500,57020,67848,60000,80000,59500,88600,85750,118500,73000,88999,95000,105000
http://statistics.gov.scot/id/statistical-geography/S01005865,S01005865,52700,73140,69000,82000,49000,57500,55000,68500,28500,45350,45350,62200,36779,50639,58779,64500
http://statistics.gov.scot/id/statistical-geography/S01005866,S01005866,136000,141293,142950,162950,77000,112150,117500,135000,120200,188025,189700,199200,124498,168437,139750,222000
http://statistics.gov.scot/id/statistical-geography/S01005867,S01005867,74995,91200,93000,110000,80000,88571,82500,97000,84500,98643,93750,112000,68000,91500,91500,115000
http://statistics.gov.scot/id/statistical-geography/S01005868,S01005868,120000,120000,120000,120000,95000,128200,105000,120000,177000,236300,180000,327500,128750,183125,155000,237500
http://statistics.gov.scot/id/statistical-geography/S01005869,S01005869,55000,68000,66000,81500,50000,58467,61500,75000,64250,71450,75000,83000,80000,80000,80000,80000
http://statistics.gov.scot/id/statistical-geography/S01005870,S01005870,77000,95063,82750,111500,57500,98086,67250,135000,110000,159000,135000,169000,72000,103886,75000,125000
http://statistics.gov.scot/id/statistical-geography/S01005871,S01005871,67000,106500,106000,146000,60000,89400,85000,87000,62500,85275,65000,92100,70000,95250,80000,122000
http://statistics.gov.scot/id/statistical-geography/S01005872,S01005872,86000,104200,110000,110000,80000,99793,86050,120000,60000,98333,110000,125000,65000,113333,110000,165000
http://statistics.gov.scot/id/statistical-geography/S01005873,S01005873,55000,70655,63150,83125,65250,73360,75000,85000,80000,98840,95000,106200,81500,89929,83000,110000
http://statistics.gov.scot/id/statistical-geography/S01005874,S01005874,48450,51706,54000,57400,25650,41825,42525,58000,60000,73500,73500,87000,46000,46000,46000,46000
http://statistics.gov.scot/id/statistical-geography/S01005875,S01005875,97750,110694,100000,117000,60000,75167,76000,90000,92000,102249,101000,113000,80500,101625,91500,108000
http://statistics.gov.scot/id/statistical-geography/S01005876,S01005876,140000,162167,160000,180000,117000,147219,151125,173250,136000,157000,137000,198000,143750,160125,155250,176500
http://statistics.gov.scot/id/statistical-geography/S01005877,S01005877,57000,78000,80500,95000,87500,126844,97000,111375,90000,186833,106000,121500,100000,104100,102500,105000
http://statistics.gov.scot/id/statistical-geography/S01005878,S01005878,64000,96117,90000,115000,71500,91166,93250,109500,68000,95000,95000,118000,99000,115500,109500,120000
http://statistics.gov.scot/id/statistical-geography/S01005879,S01005879,80000,104233,90100,103500,82750,88250,90000,96000,145000,169000,169000,193000,99250,101679,103000,105000
http://statistics.gov.scot/id/statistical-geography/S01005880,S01005880,57000,72906,65500,89125,38000,53000,44000,68000,59250,70792,65750,88500,62500,75375,68250,88250
http://statistics.gov.scot/id/statistical-geography/S01005881,S01005881,78000,100342,107500,114000,71000,80311,75000,87500,58000,77100,68498,95000,71750,95125,76000,118500
http://statistics.gov.scot/id/statistical-geography/S01005882,S01005882,279995,315250,336842,422000,250000,314535,310000,349950,250000,322188,345000,399000,269995,332485,329000,370000
http://statistics.gov.scot/id/statistical-geography/S01005883,S01005883,65000,71333,73500,86000,69000,86712,87000,102575,140000,140000,140000,140000,48500,57248,57248,65995
http://statistics.gov.scot/id/statistical-geography/S01005884,S01005884,85000,125000,125000,147000,115000,124750,122000,125000,84500,111917,116000,120000,122500,147472,140000,181555
http://statistics.gov.scot/id/statistical-geography/S01005885,S01005885,131000,138050,133500,145100,121250,135875,129250,150500,132000,137400,135000,143000,0,0,0,0
http://statistics.gov.scot/id/statistical-geography/S01005886,S01005886,120000,129900,122500,132000,113500,131750,121000,162000,110000,129500,131000,155000,110000,137667,128750,161000
http://statistics.gov.scot/id/statistical-geography/S01005887,S01005887,59000,73625,72250,88250,52500,59200,52500,55000,49500,66464,68000,82000,59000,86125,80250,113250
http://statistics.gov.scot/id/statistical-geography/S01005888,S01005888,82500,160500,128000,250000,68000,83300,79000,98000,72000,85000,90000,93000,90000,97500,97500,105000
http://statistics.gov.scot/id/statistical-geography/S01005889,S01005889,68750,112583,83750,150000,63000,88292,76500,90250,79000,95409,90000,123000,82500,106443,89000,105000
http://statistics.gov.scot/id/statistical-geography/S01005890,S01005890,93000,110875,96250,128750,103500,128167,123000,158000,93000,105960,98750,109000,108500,120999,119998,133498
http://statistics.gov.scot/id/statistical-geography/S01005891,S01005891,35500,49750,49750,64000,36000,59750,62500,83500,65000,70416,71500,81995,48500,70167,74500,87500
http://statistics.gov.scot/id/statistical-geography/S01005892,S01005892,57000,84631,83500,113684,37500,64365,46500,63500,68000,128000,80000,182500,63000,76400,66000,73000
http://statistics.gov.scot/id/statistical-geography/S01005893,S01005893,67000,83803,81250,94500,70500,78110,82000,95000,50000,62056,62500,81500,61000,71500,71500,82000
http://statistics.gov.scot/id/statistical-geography/S01005894,S01005894,116995,138215,128995,145995,95500,109710,110000,129995,86000,121409,96000,150000,78000,127350,86500,240000
http://statistics.gov.scot/id/statistical-geography/S01005895,S01005895,88000,137750,120000,143500,101000,184400,206000,260000,110000,235800,249000,270000,126000,186750,182500,247500
http://statistics.gov.scot/id/statistical-geography/S01005896,S01005896,124000,183626,192995,237995,169995,204121,220248,239995,134750,154813,145500,167000,116750,156875,138750,197000
http://statistics.gov.scot/id/statistical-geography/S01005897,S01005897,63152,112753,85050,110526,57000,139405,79000,174833,51500,64833,75750,80000,0,0,0,0
http://statistics.gov.scot/id/statistical-geography/S01005898,S01005898,61500,73167,63000,95000,60000,120800,80750,198000,66500,112782,115000,125000,72000,151083,113750,200000
http://statistics.gov.scot/id/statistical-geography/S01005899,S01005899,63250,89125,71750,129000,60000,77336,63850,75000,57500,102667,87250,129000,56000,89417,79250,115000
http://statistics.gov.scot/id/statistical-geography/S01005900,S01005900,75000,137667,107000,200000,93000,107188,119000,121375,115000,145857,140000,185000,150000,157700,160000,177500
http://statistics.gov.scot/id/statistical-geography/S01005901,S01005901,85000,124199,96000,161500,120500,144570,150013,170650,122000,127950,126000,152000,100000,125525,119500,154000
http://statistics.gov.scot/id/statistical-geography/S01005902,S01005902,159500,325071,298000,495000,80000,112056,100000,118000,222500,346650,277500,495000,80000,113000,80000,125000
http://statistics.gov.scot/id/statistical-geography/S01005903,S01005903,69500,147728,107380,136000,102000,156818,126000,145000,74500,155983,88000,280000,79500,93311,86300,98000
http://statistics.gov.scot/id/statistical-geography/S01005904,S01005904,155995,197313,206248,249995,142000,169962,168000,210000,65500,106813,110000,125000,105000,136000,120000,183000
http://statistics.gov.scot/id/statistical-geography/S01005905,S01005905,92000,133733,117948,154000,83000,121720,103250,175000,91000,109091,105000,123000,100500,118261,119045,136000
http://statistics.gov.scot/id/statistical-geography/S01005906,S01005906,115000,118889,123000,130000,59000,91717,87500,113500,61510,90284,83000,113500,115000,113900,120000,125000
http://statistics.gov.scot/id/statistical-geography/S01005907,S01005907,62000,105000,99000,122000,57000,76543,80000,100000,87000,124550,92000,147000,90000,110909,107625,137000
http://statistics.gov.scot/id/statistical-geography/S01005908,S01005908,59250,107917,80750,112250,64675,120512,91891,120328,75000,97528,87000,97000,90000,110000,119995,121500
http://statistics.gov.scot/id/statistical-geography/S01005909,S01005909,88000,152800,147650,206000,68000,180477,92500,320000,43000,130000,167000,180000,83000,92000,86000,107000
http://statistics.gov.scot/id/statistical-geography/S01005910,S01005910,157000,190005,181000,243028,155000,192000,160000,230000,215000,232500,232500,250000,141500,160750,161500,180000
http://statistics.gov.scot/id/statistical-geography/S01005911,S01005911,120500,243355,140000,385000,90000,208708,120000,360000,114998,137005,125000,147000,112600,174992,140000,228000
http://statistics.gov.scot/id/statistical-geography/S01005912,S01005912,76000,140833,97500,110000,75000,82806,85000,93250,82500,101250,105000,120000,74000,97600,98000,120000
http://statistics.gov.scot/id/statistical-geography/S01005913,S01005913,36000,62000,60000,90000,55000,108775,77550,162550,60000,66000,66000,72000,72000,72000,72000,72000
http://statistics.gov.scot/id/statistical-geography/S01005914,S01005914,67500,97867,98500,115000,119975,143045,142475,156975,65000,98125,86375,97000,55000,91091,81000,90000
http://statistics.gov.scot/id/statistical-geography/S01005915,S01005915,58000,74000,82000,83000,58000,72500,74000,85500,72500,83645,80250,103000,54500,63500,55000,70000
http://statistics.gov.scot/id/statistical-geography/S01005916,S01005916,178000,250600,210000,360000,247500,286250,250000,325000,157250,214812,200000,284000,230000,240000,245000,245000
http://statistics.gov.scot/id/statistical-geography/S01005917,S01005917,48000,61400,65000,78000,29500,49750,50000,70000,44500,56120,45000,75000,25000,41500,26000,73500
http://statistics.gov.scot/id/statistical-geography/S01005918,S01005918,70125,88569,75000,100000,67000,76625,72500,90000,65000,76909,70000,93500,72000,82250,82250,92500
http://statistics.gov.scot/id/statistical-geography/S01005919,S01005919,141250,159350,158000,177500,115000,140000,140000,165000,157500,177667,175000,190000,192000,194500,194500,197000
http://statistics.gov.scot/id/statistical-geography/S01005920,S01005920,69500,77900,75750,80000,49000,63786,62750,71000,75000,89600,95000,115000,88000,89400,90000,93000
http://statistics.gov.scot/id/statistical-geography/S01005921,S01005921,105000,110700,115000,118500,75000,93917,87250,115000,96500,114388,104250,118500,28403,77227,77227,126050
http://statistics.gov.scot/id/statistical-geography/S01005922,S01005922,78000,91511,92500,110000,66000,89790,87000,105000,78000,87361,84000,95250,74000,83300,83000,92500
http://statistics.gov.scot/id/statistical-geography/S01005923,S01005923,62500,80000,85000,97500,57000,73208,82500,90000,60000,71833,77000,78000,72000,84000,89500,96000
http://statistics.gov.scot/id/statistical-geography/S01005924,S01005924,170000,177500,177500,185000,157000,173571,180000,187500,163000,168333,170000,172000,156000,168667,174250,182500
http://statistics.gov.scot/id/statistical-geography/S01005925,S01005925,160000,178200,169000,173000,145000,173955,158000,183050,155000,171643,163000,180000,118000,172667,134000,270000
http://statistics.gov.scot/id/statistical-geography/S01005926,S01005926,88000,126950,102250,125000,90000,177100,132500,150000,85500,109641,113000,118250,87500,128200,128750,165000
http://statistics.gov.scot/id/statistical-geography/S01005927,S01005927,113250,149814,152878,186378,72500,171493,187500,249500,120000,159556,169000,186500,86500,165000,187000,222500
http://statistics.gov.scot/id/statistical-geography/S01005928,S01005928,46250,56536,58000,65000,26000,39850,38625,42500,38000,53715,54500,70000,63000,71527,74000,84950
http://statistics.gov.scot/id/statistical-geography/S01005929,S01005929,66500,99823,105263,123000,79000,94500,89000,109000,52000,63900,62500,95000,90000,122499,111498,130000
http://statistics.gov.scot/id/statistical-geography/S01005930,S01005930,85000,100222,95000,96000,91500,124698,137500,152000,93520,135251,120942,161800,87550,104622,99625,114000
http://statistics.gov.scot/id/statistical-geography/S01005931,S01005931,62500,78667,80000,90000,77000,86700,89500,94000,72500,85100,93000,100000,69500,101250,97000,129000
http://statistics.gov.scot/id/statistical-geography/S01005932,S01005932,60000,59276,62000,65000,40500,53894,46800,65000,63500,63500,63500,63500,50000,55000,55000,60000
http://statistics.gov.scot/id/statistical-geography/S01005933,S01005933,135000,152357,138000,154000,125000,145100,137000,177500,145000,192045,197500,237500,88200,151111,88200,195000
http://statistics.gov.scot/id/statistical-geography/S01005934,S01005934,41500,65200,72500,76500,76000,83500,83000,100000,68000,80857,78500,88000,62000,74100,73000,82995
http://statistics.gov.scot/id/statistical-geography/S01005935,S01005935,63000,85333,87000,110000,68500,96350,82500,107600,67500,89833,80750,105000,83000,89000,89000,95000
http://statistics.gov.scot/id/statistical-geography/S01005936,S01005936,80000,78800,80000,84000,45000,61417,66750,75000,77000,82429,85000,86500,73250,87875,84500,102500
http://statistics.gov.scot/id/statistical-geography/S01005937,S01005937,242498,262498,249995,282498,216250,238125,245000,260000,150000,180750,169000,211500,169000,177750,172500,185000
http://statistics.gov.scot/id/statistical-geography/S01005938,S01005938,81500,84800,90000,95000,50000,78828,75000,91000,64000,87750,85750,98000,58500,95499,89995,124000
http://statistics.gov.scot/id/statistical-geography/S01005939,S01005939,41100,53050,53050,65000,40000,51333,55000,59000,78000,87500,87500,97000,68000,74500,72500,81000
http://statistics.gov.scot/id/statistical-geography/S01005940,S01005940,85000,143639,128000,215000,60000,142182,120000,215000,78000,117773,120000,150000,67000,103750,79250,128500
http://statistics.gov.scot/id/statistical-geography/S01005941,S01005941,30750,132875,132875,235000,199995,220485,212500,230000,0,0,0,0,185000,242500,242500,300000
http://statistics.gov.scot/id/statistical-geography/S01005942,S01005942,80000,92667,106000,110000,57000,84501,73000,97000,68000,93286,105000,118000,40000,58667,46000,55000
http://statistics.gov.scot/id/statistical-geography/S01005943,S01005943,63000,73750,74500,89000,61000,75357,74500,80000,47000,65567,67500,70000,60000,79650,90000,95000
http://statistics.gov.scot/id/statistical-geography/S01005944,S01005944,71500,124522,93500,115000,35000,70675,72000,80000,64000,83514,90000,99500,70000,75205,90000,90000
http://statistics.gov.scot/id/statistical-geography/S01005945,S01005945,66200,77467,70000,84000,50000,57099,57000,57995,74000,88250,95000,102000,75000,75400,75001,77000
http://statistics.gov.scot/id/statistical-geography/S01005946,S01005946,75000,83874,92500,101300,35500,86124,63500,149995,85000,111389,106000,120000,94000,101643,115000,115000
http://statistics.gov.scot/id/statistical-geography/S01005947,S01005947,37500,47000,47000,56500,32500,64360,60000,60500,40500,46938,43500,53375,52000,59000,62000,63000
http://statistics.gov.scot/id/statistical-geography/S01005948,S01005948,65000,81857,77000,118000,90000,105417,103750,122500,67500,111000,95000,154500,79000,114993,79995,160970
http://statistics.gov.scot/id/statistical-geography/S01005949,S01005949,78000,81000,79000,86000,70556,83028,81000,95500,60000,94667,99000,125000,61500,82000,74000,102500
http://statistics.gov.scot/id/statistical-geography/S01005950,S01005950,30250,49875,40750,69500,84000,84000,84000,84000,25000,54333,35000,103000,48000,73333,80000,92000
http://statistics.gov.scot/id/statistical-geography/S01005951,S01005951,47500,73565,55000,115000,34000,68386,71000,100000,58250,71077,68000,89059,45000,66909,65000,72000
http://statistics.gov.scot/id/statistical-geography/S01005952,S01005952,68500,96496,84250,119000,59000,97232,90000,140000,80000,122667,118000,175000,72500,105125,80000,151250
http://statistics.gov.scot/id/statistical-geography/S01005953,S01005953,68000,90900,100000,119000,100000,118105,122500,145000,87500,117958,112500,152750,100000,123250,123000,164000
http://statistics.gov.scot/id/statistical-geography/S01005954,S01005954,41500,49750,42750,65000,41250,59417,65000,72000,67000,69500,69500,72000,30000,51250,50500,72500
http://statistics.gov.scot/id/statistical-geography/S01005955,S01005955,60000,95346,66000,95501,53000,92357,102000,125000,59500,92694,66500,115000,59000,87722,65000,74995
http://statistics.gov.scot/id/statistical-geography/S01005956,S01005956,46000,57000,57000,68000,25000,45010,53500,57050,35000,67508,48000,110000,57000,73300,75000,81000
http://statistics.gov.scot/id/statistical-geography/S01005957,S01005957,82500,83083,84750,88500,51500,67500,69000,83500,76250,82475,83750,88700,79000,94500,90000,110000
http://statistics.gov.scot/id/statistical-geography/S01005958,S01005958,45000,85000,95000,115000,0,,0,0,72500,102250,102250,132000,72500,95300,95600,118100
http://statistics.gov.scot/id/statistical-geography/S01005959,S01005959,55000,63167,58000,76500,41000,75143,59000,123000,64000,72250,75000,80500,65000,67500,67500,70000
http://statistics.gov.scot/id/statistical-geography/S01005960,S01005960,108000,125250,125250,142500,80000,105686,115300,116500,83750,102250,115750,120750,85000,85000,85000,85000
http://statistics.gov.scot/id/statistical-geography/S01005961,S01005961,82127,106209,112500,124000,63000,83755,87500,112500,56000,71417,68500,83750,93500,106500,120000,120000
